num_attacks,board
50,"[[None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Destroyer', None, None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine'], ['Destroyer', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None]]"
37,"[[None, None, None, None, None, None, None, None, None, 'Battleship'], [None, None, None, 'Destroyer', 'Destroyer', None, None, None, 'Submarine', 'Battleship'], [None, None, None, None, None, None, None, None, 'Submarine', 'Battleship'], [None, None, None, 'Aircraft_Carrier', None, None, None, None, 'Submarine', 'Battleship'], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', None, None, None, None, None, None], [None, None, None, 'Aircraft_Carrier', 'Cruiser', 'Cruiser', 'Cruiser', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
35,"[[None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, 'Cruiser', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, 'Cruiser', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, 'Cruiser', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, 'Destroyer', None], [None, None, None, None, None, None, None, None, 'Destroyer', None], [None, None, None, None, None, None, None, None, None, None]]"
34,"[['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None], ['Cruiser', None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, 'Destroyer', None, 'Submarine', None, None, None, None, None], [None, None, 'Destroyer', None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
45,"[[None, None, None, None, None, None, None, None, None, 'Cruiser'], [None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, 'Cruiser'], [None, None, None, None, None, None, None, None, None, 'Cruiser'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], ['Battleship', None, 'Destroyer', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None], ['Battleship', None, 'Destroyer', None, None, None, None, None, None, None], ['Battleship', None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
57,"[[None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', None, None, None, None, 'Cruiser'], [None, None, None, None, None, None, None, None, None, 'Cruiser'], [None, 'Submarine', None, None, None, None, None, None, None, 'Cruiser'], [None, 'Submarine', None, None, None, None, None, None, None, None], [None, 'Submarine', None, 'Destroyer', None, None, None, None, None, None], [None, None, None, 'Destroyer', None, None, None, None, None, None]]"
35,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Battleship', None, None, None, None, None], [None, None, None, None, 'Battleship', None, None, None, None, None], [None, None, None, None, 'Battleship', None, None, 'Submarine', 'Submarine', 'Submarine'], ['Destroyer', 'Destroyer', None, None, 'Battleship', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier']]"
29,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Destroyer', None, None, None, None, None], [None, None, None, None, 'Destroyer', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Cruiser', 'Cruiser', 'Cruiser', 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], ['Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
41,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Submarine', 'Cruiser', 'Cruiser', 'Cruiser'], [None, None, None, None, None, None, 'Submarine', None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, 'Submarine', None, 'Aircraft_Carrier', 'Battleship'], [None, None, None, None, 'Destroyer', None, None, None, 'Aircraft_Carrier', 'Battleship'], [None, None, None, None, 'Destroyer', None, None, None, 'Aircraft_Carrier', 'Battleship'], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', 'Battleship'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
67,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, 'Destroyer', None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', 'Destroyer', None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, 'Aircraft_Carrier', None, None], [None, None, None, None, None, None, None, 'Aircraft_Carrier', None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], [None, None, None, None, 'Submarine', None, None, None, None, None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', 'Submarine', None, None, None, None, None]]"
35,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, 'Submarine', 'Submarine', 'Submarine'], [None, None, None, None, 'Destroyer', None, None, None, None, None], [None, None, None, None, 'Destroyer', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
61,"[[None, None, None, None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, None, 'Cruiser', None, None, None, None, None, None, None], [None, 'Destroyer', None, None, None, None, None, None, None, None], ['Aircraft_Carrier', 'Destroyer', None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', None, None, None, None, None, None, None, 'Submarine', None], ['Aircraft_Carrier', None, None, None, None, None, None, None, 'Submarine', None], ['Aircraft_Carrier', None, None, None, None, None, None, None, 'Submarine', None]]"
44,"[['Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None, None], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, 'Cruiser', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, 'Aircraft_Carrier', None]]"
21,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, 'Destroyer', 'Destroyer', None, None, None, None], [None, None, 'Aircraft_Carrier', 'Submarine', 'Submarine', 'Submarine', None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
34,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, 'Destroyer'], [None, None, None, None, None, None, None, None, None, 'Destroyer'], [None, None, None, None, None, None, None, None, None, None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None, None], [None, None, None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
44,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, 'Destroyer', 'Destroyer', None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
39,"[[None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Destroyer', 'Destroyer', None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], [None, None, None, 'Battleship', None, None, None, None, None, None], ['Cruiser', None, None, 'Battleship', None, None, None, 'Submarine', 'Submarine', 'Submarine'], ['Cruiser', None, None, 'Battleship', None, None, None, None, None, None], ['Cruiser', None, None, None, None, None, None, None, None, None]]"
